,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
57736,2020,9,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",92.0,6.0,2.38,0.0,3.62,0.0,0.0,0.0,0.0,151.0,68.0,0.0,83.0,0.0,0.0
57740,2020,9,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",70.0,8.0,1.5,1.0,5.5,0.0,0.0,0.0,1.0,341.0,52.0,112.0,177.0,0.0,0.0
58382,2020,9,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",146.0,17.0,11.18,0.0,4.39,0.0,1.43,0.0,0.0,622.0,495.0,0.0,89.0,0.0,38.0
58394,2020,9,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58398,2020,9,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",3164.0,183.0,52.6,44.22,47.26,0.07,38.85,4.0,3.0,12556.0,3994.0,2834.0,1558.0,4.0,4166.0
58399,2020,9,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",133.0,18.0,3.56,1.0,12.16,0.0,1.27,0.0,2.0,1913.0,250.0,136.0,1457.0,0.0,70.0
58402,2020,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",1448.0,107.0,42.55,12.64,26.84,0.0,24.96,2.0,2.0,9334.0,5651.0,903.0,824.0,0.0,1956.0
58416,2020,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",831.0,30.0,14.36,2.22,4.1,0.0,9.32,0.0,0.0,1863.0,910.0,81.0,145.0,0.0,727.0
58417,2020,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",157.0,8.0,5.62,0.0,2.38,0.0,0.0,1.0,0.0,379.0,230.0,0.0,149.0,0.0,0.0
58424,2020,9,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",74.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0
58429,2020,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2022.0,92.0,41.2,13.29,22.13,0.0,15.38,5.0,1.0,5510.0,2342.0,913.0,548.0,0.0,1707.0
58434,2020,9,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",236.0,10.0,8.01,0.15,0.34,0.0,1.5,0.0,0.0,645.0,521.0,14.0,14.0,0.0,96.0
58445,2020,9,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",497.0,9.0,6.01,0.0,1.2,0.0,1.79,15.0,0.0,317.0,189.0,0.0,20.0,0.0,108.0
58446,2020,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1482.0,45.0,26.8,3.0,11.36,0.0,3.83,17.0,2.0,3475.0,2120.0,489.0,369.0,0.0,497.0
58447,2020,9,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",30.0,2.0,0.22,0.0,0.12,0.0,1.66,0.0,0.0,198.0,27.0,0.0,9.0,0.0,162.0
58449,2020,9,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",55.0,2.0,0.3,0.0,1.36,0.0,0.33,0.0,0.0,99.0,20.0,0.0,57.0,0.0,22.0
58459,2020,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2175.0,72.0,37.9,9.28,6.67,0.0,18.16,17.0,1.0,2723.0,1535.0,318.0,170.0,0.0,700.0
58471,2020,9,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",137.0,10.0,7.42,0.0,0.81,0.0,1.77,0.0,1.0,495.0,402.0,0.0,13.0,0.0,80.0
58477,2020,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4991.0,231.0,90.88,4.47,63.32,0.0,72.33,55.0,3.0,11614.0,5622.0,129.0,1593.0,0.0,4270.0
58497,2020,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",1388.0,51.0,29.74,1.06,4.82,1.0,14.38,6.0,0.0,2668.0,1547.0,69.0,103.0,27.0,922.0
58499,2020,9,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",371.0,6.0,2.89,0.0,0.88,0.0,2.23,2.0,0.0,232.0,84.0,0.0,39.0,0.0,109.0
58510,2020,9,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",268.0,15.0,7.77,0.0,3.65,0.0,3.57,0.0,0.0,808.0,582.0,0.0,103.0,0.0,123.0
58512,2020,9,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",1795.0,80.0,34.37,1.0,20.17,0.0,24.46,5.0,4.0,4025.0,1890.0,55.0,703.0,0.0,1377.0
58521,2020,9,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3367.0,114.0,52.41,2.84,19.09,0.0,39.66,12.0,5.0,5797.0,2886.0,120.0,538.0,0.0,2253.0
58534,2020,9,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",436.0,19.0,7.77,0.0,2.42,0.0,8.81,2.0,0.0,995.0,450.0,0.0,59.0,0.0,486.0
58535,2020,9,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",454.0,6.0,3.05,0.0,1.0,0.0,1.95,1.0,0.0,280.0,169.0,0.0,20.0,0.0,91.0
58536,2020,9,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1037.0,28.0,18.36,0.6,0.3,0.0,8.74,4.0,0.0,1394.0,1032.0,38.0,8.0,0.0,316.0
58538,2020,9,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",448.0,23.0,7.35,0.0,8.8,0.0,6.85,1.0,0.0,904.0,310.0,0.0,281.0,0.0,313.0
58541,2020,9,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",1788.0,79.0,42.33,3.66,5.6,1.0,26.42,4.0,1.0,4356.0,2440.0,118.0,174.0,46.0,1578.0
58809,2020,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",485.0,55.0,20.53,6.27,22.2,1.0,5.0,1.0,0.0,2903.0,961.0,329.0,875.0,51.0,687.0
58822,2020,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",5802.0,512.0,156.19,32.39,235.02,5.94,82.46,14.0,10.0,30159.0,11704.0,2948.0,8547.0,267.0,6693.0
58828,2020,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",638.0,54.0,19.21,6.34,20.03,0.0,8.41,1.0,2.0,3099.0,1206.0,357.0,919.0,0.0,617.0
58829,2020,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",9869.0,1028.0,282.34,65.3,470.73,9.6,200.03,56.0,62.0,63472.0,23936.0,7626.0,14632.0,324.0,16954.0
58834,2020,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",379.0,36.0,9.34,2.69,18.63,0.03,5.3,7.0,0.0,1963.0,648.0,126.0,794.0,1.0,394.0
58849,2020,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",412.0,29.0,12.18,3.52,9.0,1.0,3.31,4.0,3.0,1482.0,861.0,104.0,300.0,28.0,189.0
58851,2020,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1246.0,101.0,52.46,9.05,29.41,2.93,7.16,4.0,0.0,5719.0,3089.0,395.0,1088.0,146.0,1001.0
58852,2020,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",729.0,52.0,20.3,5.71,19.76,1.0,5.22,12.0,2.0,3399.0,1114.0,1142.0,852.0,34.0,257.0
58861,2020,8,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",328.0,40.0,15.94,2.64,16.79,0.75,3.87,2.0,0.0,1817.0,820.0,203.0,510.0,15.0,269.0
58867,2020,8,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2837.0,173.0,66.22,23.46,59.75,2.18,21.39,7.0,2.0,14210.0,6565.0,1826.0,4017.0,90.0,1712.0
58872,2020,8,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2485.0,210.0,78.65,13.96,86.52,3.88,27.0,2.0,8.0,10083.0,4321.0,757.0,2503.0,150.0,2352.0
58885,2020,8,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",382.0,34.0,15.82,4.42,9.66,1.37,2.72,1.0,1.0,1529.0,893.0,169.0,312.0,38.0,117.0
58886,2020,8,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",470.0,34.0,13.96,3.33,13.82,0.14,2.75,0.0,0.0,1655.0,722.0,190.0,599.0,3.0,141.0
58887,2020,8,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",151.0,12.0,7.32,0.0,4.68,0.0,0.0,1.0,0.0,723.0,547.0,0.0,176.0,0.0,0.0
58889,2020,8,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",232.0,28.0,10.93,1.5,12.22,0.0,3.35,0.0,0.0,1194.0,474.0,113.0,400.0,0.0,207.0
58893,2020,8,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",350.0,26.0,10.47,3.52,7.57,0.0,4.43,1.0,1.0,2044.0,1177.0,325.0,350.0,0.0,192.0
58906,2020,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",89.0,9.0,0.56,0.0,8.44,0.0,0.0,0.0,1.0,272.0,15.0,0.0,257.0,0.0,0.0
58919,2020,8,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124.0,15.0,7.05,0.0,6.2,0.0,1.76,0.0,0.0,557.0,351.0,0.0,154.0,0.0,52.0
58920,2020,8,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",131.0,7.0,1.08,0.0,5.36,0.0,0.56,0.0,0.0,168.0,35.0,0.0,123.0,0.0,10.0
58923,2020,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",85.0,10.0,2.0,0.0,8.0,0.0,0.0,3.0,0.0,440.0,183.0,0.0,257.0,0.0,0.0
58932,2020,8,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",110.0,8.0,4.45,0.0,3.55,0.0,0.0,2.0,0.0,186.0,106.0,0.0,80.0,0.0,0.0
58936,2020,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",437.0,30.0,14.9,0.0,9.09,0.0,6.0,3.0,0.0,1172.0,725.0,0.0,228.0,0.0,219.0
58940,2020,8,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62.0,3.0,2.18,0.0,0.0,0.0,0.82,0.0,0.0,150.0,91.0,0.0,0.0,0.0,59.0
58944,2020,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",206.0,10.0,1.87,0.0,8.13,0.0,0.0,0.0,1.0,396.0,127.0,0.0,269.0,0.0,0.0
58948,2020,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",124.0,6.0,2.57,0.0,3.43,0.0,0.0,0.0,2.0,213.0,133.0,0.0,80.0,0.0,0.0
58955,2020,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3515.0,245.0,68.49,11.96,101.97,2.77,59.81,5.0,4.0,10199.0,3180.0,733.0,2818.0,62.0,3406.0
58956,2020,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",315.0,26.0,12.5,0.53,7.54,0.0,5.43,3.0,1.0,1494.0,665.0,77.0,342.0,0.0,410.0
58958,2020,8,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",87.0,11.0,2.51,0.0,8.49,0.0,0.0,0.0,0.0,260.0,99.0,0.0,161.0,0.0,0.0
58959,2020,8,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58960,2020,8,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0
58966,2020,8,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",123.0,11.0,5.71,1.4,3.89,0.0,0.0,3.0,1.0,548.0,365.0,84.0,99.0,0.0,0.0
58976,2020,8,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58978,2020,8,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",83.0,1.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,82.0,74.0,0.0,8.0,0.0,0.0
58979,2020,8,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",35.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,136.0,0.0,0.0,136.0,0.0,0.0
58981,2020,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",568.0,68.0,21.78,6.93,22.35,0.5,16.44,10.0,2.0,4047.0,1709.0,403.0,925.0,8.0,1002.0
58986,2020,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1199.0,103.0,32.36,7.99,27.53,0.53,34.58,45.0,11.0,6140.0,2040.0,566.0,927.0,8.0,2599.0
58988,2020,8,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",334.0,25.0,8.03,0.0,15.85,0.0,1.12,5.0,0.0,963.0,561.0,0.0,375.0,0.0,27.0
58989,2020,8,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",47.0,5.0,1.8,0.89,2.31,0.0,0.0,0.0,0.0,218.0,56.0,82.0,80.0,0.0,0.0
58992,2020,8,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58995,2020,8,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",96.0,5.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,378.0,259.0,0.0,119.0,0.0,0.0
58999,2020,8,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",29.0,3.0,1.19,0.0,0.81,0.0,1.0,2.0,0.0,133.0,72.0,0.0,13.0,0.0,48.0
59009,2020,8,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",50.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,69.0,19.0,0.0,16.0,34.0,0.0
59010,2020,8,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",178.0,5.0,1.0,2.0,2.0,0.0,0.0,7.0,0.0,230.0,15.0,114.0,101.0,0.0,0.0
59012,2020,8,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",88.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,166.0,0.0,106.0,60.0,0.0,0.0
59020,2020,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12751.0,996.0,312.38,78.12,434.21,3.74,167.55,21.0,77.0,64263.0,30722.0,4966.0,17000.0,130.0,11445.0
59037,2020,8,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",240.0,26.0,13.04,1.13,9.11,0.0,2.72,0.0,0.0,1312.0,768.0,40.0,380.0,0.0,124.0
59043,2020,8,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",701.0,68.0,34.63,2.22,25.91,0.0,5.24,0.0,1.0,4004.0,2857.0,64.0,721.0,0.0,362.0
59044,2020,8,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",697.0,80.0,30.09,1.0,38.93,0.0,9.97,0.0,5.0,3372.0,1485.0,85.0,1252.0,0.0,550.0
59048,2020,8,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",276.0,29.0,14.81,1.49,10.26,0.96,1.47,1.0,0.0,1693.0,838.0,154.0,544.0,24.0,133.0
59067,2020,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1380.0,128.0,45.66,9.05,53.36,2.0,17.93,19.0,5.0,8690.0,4063.0,902.0,2237.0,41.0,1447.0
59071,2020,8,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1598.0,118.0,52.99,6.64,41.25,2.0,15.11,5.0,1.0,6670.0,3340.0,237.0,1548.0,107.0,1438.0
59072,2020,8,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",900.0,78.0,15.64,10.66,33.82,0.76,17.12,6.0,0.0,3656.0,637.0,478.0,1319.0,130.0,1092.0
59084,2020,8,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3379.0,228.0,108.0,8.34,74.09,2.0,35.57,4.0,4.0,11690.0,7372.0,398.0,2016.0,58.0,1846.0
59091,2020,8,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",504.0,57.0,27.02,3.45,17.77,0.0,8.76,2.0,1.0,3402.0,1894.0,141.0,995.0,0.0,372.0
59096,2020,8,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",494.0,35.0,14.33,1.57,12.54,0.0,6.56,0.0,0.0,1155.0,480.0,53.0,321.0,0.0,301.0
59109,2020,8,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1842.0,127.0,52.19,6.54,37.79,1.0,28.48,6.0,1.0,7690.0,4059.0,269.0,1203.0,21.0,1629.0
59110,2020,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",601.0,63.0,26.59,3.96,24.73,2.0,5.72,4.0,0.0,3088.0,1536.0,115.0,771.0,207.0,459.0
59111,2020,8,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",62.0,2.0,1.1,0.0,0.03,0.0,0.87,0.0,0.0,214.0,139.0,0.0,4.0,0.0,71.0
59113,2020,8,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3494.0,308.0,109.41,11.27,141.93,1.0,44.39,5.0,0.0,17023.0,9570.0,499.0,3733.0,53.0,3168.0
59117,2020,8,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",147.0,25.0,6.64,2.31,11.92,0.0,4.13,0.0,0.0,1216.0,320.0,118.0,437.0,0.0,341.0
59168,2020,8,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",212.0,23.0,8.17,1.54,6.98,0.0,6.3,0.0,2.0,1622.0,614.0,40.0,356.0,0.0,612.0
59184,2020,8,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",28.0,7.0,1.84,1.0,3.16,0.0,1.0,0.0,0.0,589.0,367.0,73.0,88.0,0.0,61.0
59189,2020,8,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2069.0,229.0,79.65,2.33,69.89,0.0,77.13,15.0,1.0,14101.0,5788.0,276.0,2245.0,0.0,5792.0
59190,2020,8,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",83.0,8.0,2.08,1.0,3.92,0.0,1.0,1.0,0.0,510.0,230.0,32.0,180.0,0.0,68.0
59194,2020,8,F9,Frontier Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",110.0,14.0,6.95,0.87,4.59,0.0,1.59,0.0,0.0,910.0,620.0,13.0,170.0,0.0,107.0
59274,2020,8,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",105.0,5.0,2.25,0.0,2.0,0.0,0.75,0.0,0.0,397.0,281.0,0.0,76.0,0.0,40.0
59275,2020,8,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",15.0,5.0,1.2,0.0,0.86,0.0,2.94,0.0,0.0,353.0,61.0,0.0,48.0,0.0,244.0
59285,2020,8,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62.0,8.0,2.49,0.0,1.52,0.0,3.99,0.0,0.0,407.0,95.0,0.0,63.0,0.0,249.0
59291,2020,8,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",183.0,11.0,5.0,0.0,3.05,0.0,2.95,0.0,0.0,722.0,158.0,0.0,261.0,0.0,303.0
59296,2020,8,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",163.0,23.0,9.3,2.09,2.98,0.0,8.63,1.0,3.0,1717.0,733.0,103.0,125.0,0.0,756.0
59307,2020,8,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",80.0,7.0,2.53,0.65,1.98,0.0,1.84,0.0,0.0,428.0,151.0,13.0,61.0,0.0,203.0
59308,2020,8,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",56.0,3.0,2.21,0.0,0.0,0.0,0.79,1.0,0.0,137.0,69.0,0.0,0.0,0.0,68.0
59310,2020,8,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",98.0,13.0,8.57,0.0,2.1,0.0,2.33,1.0,0.0,687.0,500.0,0.0,44.0,0.0,143.0
59314,2020,8,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",58.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0
59931,2020,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",222.0,25.0,9.32,0.0,15.68,0.0,0.0,1.0,1.0,1072.0,562.0,0.0,510.0,0.0,0.0
59943,2020,8,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",59.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,183.0,106.0,29.0,48.0,0.0,0.0
59947,2020,8,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",3517.0,285.0,83.38,15.22,142.42,1.0,42.98,14.0,9.0,17505.0,7878.0,1074.0,5230.0,72.0,3251.0
59948,2020,8,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",264.0,20.0,7.03,1.95,8.3,0.0,2.72,2.0,3.0,1128.0,505.0,138.0,341.0,0.0,144.0
59950,2020,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",1894.0,152.0,32.45,20.94,68.19,0.0,30.41,13.0,8.0,12019.0,3488.0,1789.0,2655.0,0.0,4087.0
59964,2020,8,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",898.0,46.0,20.11,6.24,12.57,0.0,7.07,8.0,0.0,3048.0,1446.0,491.0,336.0,0.0,775.0
59965,2020,8,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",291.0,14.0,7.19,1.0,4.98,0.0,0.83,24.0,0.0,836.0,375.0,153.0,240.0,0.0,68.0
59972,2020,8,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",88.0,5.0,1.16,0.84,3.0,0.0,0.0,0.0,0.0,151.0,30.0,26.0,95.0,0.0,0.0
59978,2020,8,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2615.0,149.0,44.41,21.19,54.88,0.0,28.52,40.0,2.0,10496.0,3114.0,1387.0,2911.0,0.0,3084.0
59983,2020,8,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",264.0,14.0,7.69,1.33,1.16,0.0,3.82,1.0,6.0,840.0,471.0,36.0,25.0,0.0,308.0
59994,2020,8,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",398.0,8.0,1.0,1.95,1.31,0.0,3.75,14.0,0.0,399.0,27.0,112.0,55.0,0.0,205.0
59995,2020,8,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1649.0,76.0,33.9,8.11,15.68,0.0,18.31,36.0,0.0,6585.0,4056.0,487.0,504.0,0.0,1538.0
59996,2020,8,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",25.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,98.0,0.0,21.0,0.0,0.0
59998,2020,8,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",54.0,3.0,0.91,0.0,2.09,0.0,0.0,1.0,0.0,122.0,77.0,0.0,45.0,0.0,0.0
60009,2020,8,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2600.0,172.0,41.98,15.87,75.25,0.0,38.9,25.0,3.0,8695.0,2015.0,898.0,3479.0,0.0,2303.0
60021,2020,8,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",191.0,13.0,5.41,0.62,3.38,0.0,3.59,2.0,0.0,570.0,240.0,18.0,205.0,0.0,107.0
60027,2020,8,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6402.0,312.0,112.41,12.97,113.95,1.47,71.19,26.0,4.0,13157.0,5498.0,788.0,3249.0,31.0,3591.0
60047,2020,8,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2007.0,71.0,31.53,3.0,5.01,0.0,31.46,15.0,1.0,3719.0,1382.0,59.0,131.0,0.0,2147.0
60049,2020,8,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",533.0,29.0,12.75,2.45,8.77,0.0,5.03,13.0,0.0,1256.0,609.0,122.0,264.0,0.0,261.0
60060,2020,8,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",404.0,28.0,14.55,1.54,6.67,0.0,5.24,0.0,0.0,1196.0,763.0,85.0,163.0,0.0,185.0
60062,2020,8,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",2059.0,68.0,34.11,1.33,6.43,1.29,24.83,8.0,0.0,3310.0,1944.0,94.0,140.0,87.0,1045.0
60071,2020,8,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4110.0,152.0,76.06,10.86,21.0,0.0,44.08,19.0,21.0,7228.0,3556.0,472.0,683.0,0.0,2517.0
60084,2020,8,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",684.0,22.0,11.0,0.0,4.0,0.0,7.0,6.0,0.0,825.0,479.0,0.0,125.0,0.0,221.0
60085,2020,8,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",691.0,15.0,8.82,0.0,1.0,0.0,5.18,2.0,0.0,579.0,341.0,0.0,16.0,0.0,222.0
