,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
141230,2015,9,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1961.0,199.0,48.95,1.85,65.62,0.0,82.58,2.0,0.0,15129.0,3879.0,142.0,2570.0,0.0,8538.0
141232,2015,9,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",540.0,91.0,25.33,0.6,37.88,0.0,27.19,1.0,0.0,6145.0,1791.0,131.0,1643.0,0.0,2580.0
141233,2015,9,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",437.0,73.0,8.08,0.0,48.11,0.0,16.81,2.0,1.0,4493.0,348.0,0.0,2706.0,0.0,1439.0
141243,2015,9,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",57.0,4.0,0.89,0.0,2.0,0.0,1.11,0.0,0.0,214.0,47.0,0.0,69.0,0.0,98.0
141250,2015,9,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",90.0,17.0,1.34,0.0,11.26,0.0,4.4,0.0,0.0,1583.0,397.0,0.0,707.0,0.0,479.0
141251,2015,9,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",141.0,21.0,6.08,0.0,10.9,0.0,4.02,0.0,0.0,1338.0,380.0,0.0,253.0,0.0,705.0
141253,2015,9,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",181.0,24.0,6.35,0.0,13.59,0.0,4.06,0.0,0.0,1581.0,213.0,0.0,559.0,0.0,809.0
141254,2015,9,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",97.0,18.0,4.1,0.0,10.22,0.0,3.68,0.0,0.0,870.0,178.0,0.0,283.0,0.0,409.0
141255,2015,9,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",94.0,10.0,3.59,0.38,3.45,0.0,2.59,0.0,0.0,368.0,127.0,18.0,130.0,0.0,93.0
141257,2015,9,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",182.0,12.0,3.89,0.05,6.83,0.0,1.23,2.0,0.0,529.0,220.0,3.0,247.0,0.0,59.0
141261,2015,9,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",147.0,14.0,4.51,0.0,5.72,0.0,3.77,1.0,1.0,622.0,138.0,0.0,196.0,0.0,288.0
141268,2015,9,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",120.0,9.0,4.98,0.0,0.45,0.0,3.58,0.0,0.0,781.0,568.0,0.0,30.0,0.0,183.0
141271,2015,9,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",60.0,12.0,4.35,0.0,4.37,0.0,3.27,1.0,0.0,483.0,204.0,0.0,150.0,0.0,129.0
141612,2015,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3572.0,497.0,162.71,17.95,187.55,0.0,128.79,11.0,6.0,29791.0,9483.0,1100.0,8745.0,0.0,10463.0
141613,2015,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4167.0,563.0,179.15,11.38,209.34,0.0,163.12,8.0,5.0,32914.0,10095.0,524.0,9490.0,0.0,12805.0
141615,2015,9,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",333.0,52.0,20.82,2.74,12.98,0.0,15.46,1.0,0.0,3442.0,1281.0,224.0,531.0,0.0,1406.0
141616,2015,9,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",326.0,50.0,15.9,0.0,15.86,0.0,18.25,0.0,1.0,2926.0,856.0,0.0,767.0,0.0,1303.0
141617,2015,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5608.0,734.0,214.93,13.11,295.58,0.0,210.38,23.0,10.0,48061.0,13179.0,1102.0,16672.0,0.0,17108.0
141620,2015,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2437.0,424.0,136.42,10.73,177.98,0.0,98.87,7.0,5.0,23523.0,7528.0,616.0,6476.0,0.0,8903.0
141621,2015,9,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",4253.0,409.0,149.54,16.26,115.95,0.0,127.25,9.0,4.0,27722.0,10499.0,1081.0,4623.0,0.0,11519.0
141625,2015,9,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",264.0,32.0,12.77,1.19,7.07,0.0,10.97,0.0,0.0,1683.0,627.0,66.0,227.0,0.0,763.0
141627,2015,9,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",124.0,17.0,7.89,0.0,3.11,0.0,5.99,1.0,0.0,1020.0,405.0,0.0,197.0,0.0,418.0
141628,2015,9,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",451.0,58.0,20.68,2.67,15.63,0.0,19.02,1.0,3.0,3334.0,1242.0,140.0,540.0,0.0,1412.0
141629,2015,9,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",356.0,46.0,22.72,0.0,15.98,0.0,7.29,0.0,0.0,2789.0,1468.0,0.0,922.0,0.0,399.0
141631,2015,9,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",129.0,24.0,8.26,1.67,6.9,0.0,7.17,0.0,0.0,1667.0,803.0,77.0,253.0,0.0,534.0
141639,2015,9,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",798.0,102.0,43.68,4.18,29.56,0.0,24.58,0.0,1.0,5011.0,2246.0,159.0,1085.0,0.0,1521.0
141643,2015,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",711.0,136.0,38.23,4.14,73.48,0.0,20.15,5.0,3.0,8311.0,1932.0,395.0,4508.0,0.0,1476.0
141671,2015,9,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",51.0,8.0,1.47,0.03,4.42,0.0,2.07,0.0,0.0,681.0,67.0,8.0,204.0,0.0,402.0
141693,2015,9,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",64.0,12.0,4.89,0.3,4.96,0.0,1.85,0.0,0.0,525.0,158.0,31.0,276.0,0.0,60.0
141723,2015,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3312.0,570.0,129.27,14.06,251.34,0.0,175.33,64.0,3.0,24838.0,6494.0,1039.0,8355.0,0.0,8950.0
141725,2015,9,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",948.0,132.0,28.33,17.04,58.88,0.0,27.74,5.0,4.0,5791.0,1305.0,932.0,2239.0,0.0,1315.0
141733,2015,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3476.0,373.0,105.75,17.82,105.27,1.0,143.17,10.0,8.0,17840.0,5759.0,1184.0,3587.0,67.0,7243.0
141746,2015,9,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",175.0,43.0,15.65,0.45,12.8,0.71,13.39,0.0,1.0,1609.0,519.0,17.0,344.0,24.0,705.0
141747,2015,9,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4588.0,492.0,163.05,11.22,88.72,0.0,229.01,24.0,6.0,21044.0,7215.0,515.0,2835.0,0.0,10479.0
141760,2015,9,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1136.0,178.0,56.38,1.76,59.5,1.38,58.99,3.0,3.0,7197.0,2339.0,64.0,1705.0,26.0,3063.0
141761,2015,9,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1288.0,208.0,46.72,5.62,62.59,0.12,92.96,30.0,1.0,9388.0,2421.0,306.0,2706.0,3.0,3952.0
141764,2015,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5034.0,516.0,168.02,17.38,91.85,0.0,238.75,1.0,5.0,24849.0,9356.0,955.0,3031.0,0.0,11507.0
141769,2015,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",504.0,81.0,20.58,2.49,34.24,0.0,23.69,2.0,0.0,4238.0,1245.0,178.0,1281.0,0.0,1534.0
141787,2015,9,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",691.0,84.0,31.92,5.72,20.94,0.39,25.03,1.0,0.0,3708.0,1567.0,408.0,796.0,14.0,923.0
141789,2015,9,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",2970.0,368.0,116.93,3.61,65.85,0.35,181.26,41.0,1.0,16651.0,6321.0,135.0,1676.0,6.0,8513.0
141798,2015,9,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1901.0,198.0,61.36,2.28,28.83,0.0,105.53,17.0,1.0,9052.0,3039.0,127.0,873.0,0.0,5013.0
141800,2015,9,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",814.0,108.0,31.79,2.78,9.88,0.0,63.55,0.0,1.0,4240.0,1228.0,105.0,282.0,0.0,2625.0
141803,2015,9,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2443.0,243.0,91.43,9.21,27.73,0.85,113.78,3.0,0.0,11361.0,4111.0,647.0,931.0,22.0,5650.0
141810,2015,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1578.0,276.0,74.07,12.51,104.13,1.21,84.08,12.0,6.0,20362.0,6662.0,732.0,5604.0,84.0,7280.0
141811,2015,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3520.0,727.0,218.8,32.74,279.42,4.73,191.31,24.0,4.0,48530.0,19534.0,2266.0,11600.0,147.0,14983.0
141812,2015,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12864.0,1732.0,570.73,74.13,366.79,7.11,713.24,72.0,22.0,130779.0,57504.0,5743.0,14365.0,307.0,52860.0
141816,2015,8,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1438.0,285.0,118.13,13.23,78.63,2.65,72.35,7.0,2.0,16520.0,7068.0,1429.0,3067.0,132.0,4824.0
141820,2015,8,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5260.0,950.0,259.66,36.48,354.34,0.31,299.2,76.0,32.0,61830.0,18273.0,2669.0,19357.0,18.0,21513.0
141829,2015,8,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",935.0,247.0,82.19,5.74,94.31,0.66,64.09,1.0,1.0,12010.0,4182.0,280.0,3612.0,41.0,3895.0
141831,2015,8,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",392.0,58.0,20.88,1.83,11.34,0.58,23.37,4.0,1.0,2864.0,1287.0,108.0,411.0,30.0,1028.0
141833,2015,8,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5370.0,775.0,286.05,15.52,216.73,4.38,252.31,47.0,22.0,44826.0,19702.0,1241.0,7845.0,179.0,15859.0
141834,2015,8,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",657.0,109.0,36.5,7.64,26.66,0.51,37.69,5.0,2.0,8630.0,3396.0,587.0,1126.0,11.0,3510.0
141835,2015,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",957.0,210.0,73.93,4.52,66.5,0.09,64.96,2.0,6.0,11224.0,4599.0,244.0,2182.0,2.0,4197.0
141839,2015,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7831.0,1204.0,367.75,47.99,405.21,3.3,379.75,113.0,23.0,74230.0,23836.0,4349.0,20447.0,96.0,25502.0
141841,2015,8,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",419.0,81.0,39.29,2.81,14.47,0.0,24.43,1.0,1.0,3927.0,1914.0,169.0,536.0,0.0,1308.0
141851,2015,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",989.0,201.0,74.6,7.81,58.62,2.17,57.8,12.0,3.0,10821.0,4204.0,678.0,2638.0,47.0,3254.0
141852,2015,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",2321.0,425.0,110.46,20.06,189.57,0.88,104.03,65.0,11.0,21518.0,5211.0,1306.0,9494.0,35.0,5472.0
141856,2015,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",732.0,182.0,50.82,9.96,74.42,0.12,46.67,9.0,1.0,11818.0,3029.0,915.0,4789.0,5.0,3080.0
141870,2015,8,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",690.0,136.0,55.85,6.16,28.18,2.01,43.8,1.0,2.0,6735.0,2765.0,318.0,1247.0,92.0,2313.0
141888,2015,8,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",62.0,15.0,7.63,0.83,3.45,0.0,3.09,0.0,0.0,677.0,394.0,78.0,136.0,0.0,69.0
141896,2015,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5243.0,970.0,153.87,22.54,510.97,6.65,275.97,11.0,3.0,47943.0,9381.0,2033.0,20185.0,207.0,16137.0
141897,2015,8,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",213.0,29.0,3.74,0.0,9.72,0.0,15.54,0.0,0.0,1044.0,107.0,0.0,201.0,0.0,736.0
141898,2015,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",515.0,95.0,21.45,12.19,40.97,0.0,20.38,1.0,0.0,4229.0,1122.0,555.0,1702.0,0.0,850.0
141900,2015,8,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",425.0,52.0,20.4,1.44,13.21,0.0,16.95,0.0,1.0,2279.0,996.0,57.0,356.0,0.0,870.0
141902,2015,8,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",217.0,30.0,14.33,1.15,5.92,0.0,8.6,0.0,0.0,979.0,488.0,57.0,162.0,0.0,272.0
141905,2015,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",794.0,210.0,35.73,2.0,142.65,0.0,29.62,1.0,0.0,10064.0,1732.0,135.0,6786.0,0.0,1411.0
141911,2015,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",185.0,27.0,10.11,0.76,8.42,0.0,7.71,0.0,2.0,1393.0,714.0,20.0,274.0,0.0,385.0
141912,2015,8,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",155.0,20.0,5.34,1.45,8.28,0.0,4.94,0.0,0.0,695.0,245.0,79.0,231.0,0.0,140.0
141921,2015,8,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",172.0,18.0,6.46,1.0,4.47,0.0,6.07,0.0,1.0,668.0,279.0,17.0,104.0,0.0,268.0
141923,2015,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",194.0,35.0,11.82,1.2,16.6,0.0,5.37,0.0,1.0,2019.0,1049.0,84.0,689.0,0.0,197.0
141924,2015,8,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",53.0,13.0,4.19,0.72,4.84,0.0,3.25,0.0,0.0,446.0,194.0,31.0,137.0,0.0,84.0
141929,2015,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",40.0,7.0,2.0,0.88,2.53,0.59,1.0,0.0,0.0,250.0,66.0,28.0,79.0,16.0,61.0
141941,2015,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.0,7.0,1.24,1.0,1.83,0.0,2.92,0.0,0.0,400.0,52.0,15.0,175.0,0.0,158.0
141944,2015,8,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62.0,4.0,1.96,0.0,0.04,0.0,2.0,0.0,0.0,303.0,221.0,0.0,3.0,0.0,79.0
141959,2015,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4007.0,805.0,182.32,31.29,238.59,2.51,350.28,57.0,6.0,54285.0,11469.0,2709.0,16127.0,111.0,23869.0
141961,2015,8,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",279.0,83.0,23.9,3.23,29.85,1.46,24.57,2.0,1.0,5412.0,1447.0,211.0,1875.0,86.0,1793.0
141963,2015,8,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",460.0,147.0,42.8,4.88,45.97,3.16,50.19,2.0,6.0,8716.0,2494.0,436.0,1826.0,200.0,3760.0
141964,2015,8,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",398.0,84.0,31.87,2.13,21.86,3.65,24.49,1.0,0.0,4900.0,2182.0,208.0,772.0,182.0,1556.0
141966,2015,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",584.0,176.0,54.46,9.51,58.38,0.36,53.29,10.0,1.0,13624.0,3360.0,1272.0,4363.0,16.0,4613.0
141970,2015,8,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",155.0,27.0,7.57,1.0,7.51,1.0,9.92,2.0,1.0,1366.0,492.0,79.0,217.0,29.0,549.0
141976,2015,8,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",558.0,169.0,49.35,15.04,52.66,1.85,50.1,11.0,4.0,11179.0,3210.0,1308.0,2905.0,114.0,3642.0
141984,2015,8,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",312.0,95.0,25.37,3.07,41.37,1.29,23.9,0.0,0.0,4106.0,1266.0,264.0,1249.0,43.0,1284.0
141989,2015,8,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",62.0,15.0,7.76,1.62,3.31,0.0,2.31,1.0,2.0,882.0,425.0,81.0,128.0,0.0,248.0
141992,2015,8,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",98.0,30.0,8.18,3.11,5.53,0.0,13.18,0.0,0.0,1175.0,355.0,174.0,189.0,0.0,457.0
141999,2015,8,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",124.0,33.0,6.87,2.76,5.1,0.25,18.02,0.0,0.0,2143.0,341.0,352.0,247.0,17.0,1186.0
142003,2015,8,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.0,20.0,8.33,0.56,2.78,0.0,8.34,1.0,0.0,1025.0,416.0,18.0,89.0,0.0,502.0
142008,2015,8,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",124.0,19.0,6.44,1.0,7.45,0.53,3.57,1.0,1.0,1458.0,377.0,105.0,683.0,24.0,269.0
142014,2015,8,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",57.0,10.0,2.37,1.05,4.9,0.0,1.68,0.0,0.0,440.0,140.0,77.0,174.0,0.0,49.0
142022,2015,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21648.0,2679.0,725.6,118.05,869.78,0.0,965.57,17.0,92.0,179390.0,66784.0,8846.0,44096.0,0.0,59664.0
142024,2015,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1135.0,222.0,58.97,9.64,87.24,0.0,66.15,2.0,1.0,11314.0,4076.0,531.0,3035.0,0.0,3672.0
142026,2015,8,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",526.0,73.0,32.73,7.39,14.22,0.0,18.67,0.0,0.0,3695.0,1453.0,362.0,618.0,0.0,1262.0
142027,2015,8,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3487.0,363.0,132.09,20.91,68.69,0.0,141.31,3.0,14.0,19700.0,8678.0,1347.0,2310.0,0.0,7365.0
142031,2015,8,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6060.0,767.0,223.14,42.64,254.33,0.0,246.89,4.0,8.0,42810.0,16659.0,2372.0,8417.0,0.0,15362.0
142038,2015,8,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2116.0,387.0,72.89,23.94,170.59,1.76,117.82,11.0,7.0,27468.0,6776.0,2209.0,10409.0,135.0,7939.0
142049,2015,8,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2721.0,544.0,124.32,14.42,239.66,0.43,165.18,3.0,1.0,27579.0,8481.0,921.0,8632.0,38.0,9507.0
142054,2015,8,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1667.0,282.0,85.45,14.47,121.8,0.0,60.28,1.0,1.0,13857.0,6555.0,916.0,3638.0,0.0,2748.0
142059,2015,8,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",590.0,70.0,26.08,4.65,18.83,0.0,20.45,0.0,2.0,3884.0,1539.0,304.0,890.0,0.0,1151.0
142062,2015,8,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",637.0,87.0,43.93,3.62,19.72,0.0,19.73,0.0,6.0,4488.0,2358.0,211.0,671.0,0.0,1248.0
142065,2015,8,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",674.0,113.0,23.13,5.38,53.95,0.0,30.53,0.0,2.0,7498.0,1173.0,300.0,4259.0,0.0,1766.0
142066,2015,8,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",501.0,65.0,34.72,2.15,14.93,0.0,13.21,0.0,0.0,3708.0,2328.0,123.0,426.0,0.0,831.0
142067,2015,8,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",701.0,116.0,47.43,5.75,38.59,0.0,24.23,0.0,5.0,6806.0,3235.0,289.0,1444.0,0.0,1838.0
142085,2015,8,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",501.0,83.0,25.28,3.99,37.28,0.0,16.45,2.0,1.0,7138.0,1658.0,524.0,3495.0,0.0,1461.0
142125,2015,8,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",84.0,6.0,3.31,0.0,0.43,0.0,2.26,0.0,0.0,476.0,398.0,0.0,12.0,0.0,66.0
142136,2015,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2629.0,468.0,119.74,20.81,209.06,1.0,117.38,2.0,5.0,31808.0,9792.0,1204.0,11528.0,21.0,9263.0
142144,2015,8,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",125.0,18.0,11.08,2.0,2.74,0.0,2.17,0.0,0.0,1204.0,780.0,305.0,61.0,0.0,58.0
142332,2015,8,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1997.0,410.0,78.96,1.84,206.14,0.0,123.06,5.0,2.0,28066.0,7012.0,91.0,10229.0,0.0,10734.0
142333,2015,8,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",124.0,20.0,3.55,0.98,5.99,0.0,9.48,0.0,0.0,1144.0,249.0,39.0,256.0,0.0,600.0
142334,2015,8,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",476.0,147.0,22.24,5.1,84.51,0.0,35.15,2.0,1.0,9102.0,1466.0,588.0,4245.0,0.0,2803.0
142337,2015,8,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",538.0,127.0,17.42,1.01,72.75,0.0,35.82,2.0,2.0,7507.0,972.0,86.0,3159.0,0.0,3290.0
142338,2015,8,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93.0,18.0,5.74,0.0,8.72,0.0,3.54,2.0,0.0,1418.0,485.0,0.0,708.0,0.0,225.0
142343,2015,8,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",196.0,39.0,12.9,0.94,18.58,0.0,6.57,0.0,0.0,2205.0,862.0,16.0,724.0,0.0,603.0
142346,2015,8,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",106.0,28.0,8.63,0.0,16.81,0.0,2.56,0.0,0.0,1337.0,341.0,0.0,639.0,0.0,357.0
142350,2015,8,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",186.0,27.0,5.66,0.0,16.76,0.0,4.58,0.0,0.0,1411.0,192.0,0.0,823.0,0.0,396.0
142351,2015,8,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",60.0,15.0,2.42,0.12,5.08,0.0,7.38,0.0,0.0,1030.0,124.0,5.0,328.0,0.0,573.0
142352,2015,8,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",92.0,20.0,4.1,0.0,10.86,0.0,5.04,0.0,0.0,1465.0,167.0,0.0,831.0,0.0,467.0
142353,2015,8,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",151.0,28.0,7.41,0.0,12.06,0.0,8.53,0.0,0.0,1297.0,306.0,0.0,392.0,0.0,599.0
142360,2015,8,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",151.0,47.0,8.24,0.07,28.93,0.0,9.76,0.0,0.0,2369.0,284.0,5.0,1334.0,0.0,746.0
142363,2015,8,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",62.0,17.0,3.39,0.0,9.27,0.0,4.34,0.0,0.0,564.0,107.0,0.0,278.0,0.0,179.0
142716,2015,8,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4641.0,930.0,306.27,34.97,292.11,1.0,295.65,34.0,7.0,56308.0,17887.0,2193.0,13719.0,40.0,22469.0
142718,2015,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3967.0,824.0,228.18,42.89,261.92,0.0,291.01,40.0,3.0,53160.0,12405.0,3287.0,16733.0,0.0,20735.0
142721,2015,8,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5868.0,1114.0,343.15,31.6,341.69,3.24,394.31,56.0,23.0,75082.0,19307.0,2264.0,20932.0,102.0,32477.0
142723,2015,8,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2776.0,704.0,229.15,23.28,284.53,0.0,167.05,22.0,1.0,37410.0,11421.0,1892.0,11059.0,0.0,13038.0
142724,2015,8,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",361.0,88.0,41.18,5.89,12.24,0.0,28.69,1.0,3.0,5792.0,2537.0,332.0,569.0,0.0,2354.0
142729,2015,8,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",4594.0,730.0,281.2,27.26,192.58,0.0,228.96,30.0,16.0,48039.0,18582.0,2114.0,8239.0,0.0,19104.0
142734,2015,8,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",776.0,162.0,37.11,6.91,75.85,0.0,42.13,14.0,4.0,10914.0,1848.0,484.0,5530.0,0.0,3052.0
